installment_value,high_installment_flag,used_voucher,delivered_in_days,delivery_speed_flag,delivery_distance_in_km,is_repeat_buyer
30.78,1,0,15.0,3,,0
97.57,1,0,9.0,1,2101.3,0
28.25,1,0,131.0,3,1293.27,0
54.32,1,0,11.0,1,370.67,0
53.71,1,0,13.0,2,619.62,0
40.01,1,0,11.0,1,,0
35.42,1,0,13.0,2,46.39,0
34.96,1,0,4.0,1,340.61,0
1291.39,0,0,4.0,1,109.13,0
10.23,1,0,7.0,1,76.11,0
43.09,1,0,20.0,3,704.26,0
267.02,0,1,11.0,1,1087.73,0
267.02,0,1,11.0,1,1087.73,0
77.57,0,0,14.0,3,643.91,0
56.9,1,0,22.0,3,1185.38,0
39.6,1,0,12.0,2,843.73,0
64.34,1,0,14.0,3,,0
65.42,1,0,4.0,1,491.41,0
10.02,1,0,13.0,2,,0
72.16,1,0,7.0,1,,0
79.28,0,0,7.0,1,98.32,0
79.28,0,0,7.0,1,98.32,0
51.64,1,0,25.0,3,651.44,0
110.0,0,0,25.0,3,651.44,0
68.89,0,0,8.0,1,,0
35.84,1,0,3.0,1,61.69,0
26.97,1,0,10.0,1,,0
170.22,1,0,13.0,2,,0
16.97,1,0,30.0,3,,0
619.93,0,0,14.0,3,,0
163.93,0,0,13.0,2,825.25,0
359.18,0,0,20.0,3,250.28,0
77.43,0,0,23.0,3,,0
58.71,1,0,3.0,1,,0
115.44,0,0,26.0,3,754.27,0
99.15,0,0,23.0,3,1314.88,0
20.97,1,0,6.0,1,,0
86.1,0,0,23.0,3,1443.74,0
25.13,1,0,3.0,1,89.12,0
156.33,0,0,11.0,1,372.47,0
10.38,1,0,9.0,1,371.07,0
18.12,1,0,9.0,1,2092.9,0
111.18,0,0,18.0,3,,0
33.72,1,0,21.0,3,,0
11.35,1,0,3.0,1,,0
50.0,1,0,9.0,1,,0
16.29,1,0,8.0,1,,0
124.04,0,0,3.0,1,664.81,0
187.27,0,1,7.0,1,777.86,0
74.86,0,0,11.0,1,829.22,0
8.9,1,0,32.0,3,2267.29,0
83.83,0,1,32.0,3,2267.29,0
34.66,1,0,7.0,1,548.62,0
221.82,0,0,14.0,3,1959.59,0
34.55,1,0,10.0,1,688.6,0
34.55,1,0,10.0,1,355.04,0
34.55,1,0,10.0,1,688.6,0
81.48,0,0,6.0,1,278.91,0
31.67,1,0,6.0,1,895.28,0
24.51,1,0,2.0,1,156.02,0
287.77,0,0,7.0,1,,0
42.86,1,0,3.0,1,78.88,0
65.6,1,0,16.0,3,497.3,0
34.32,1,0,13.0,2,,0
103.79,0,0,15.0,3,514.41,0
80.64,1,0,2.0,1,,0
80.64,1,0,2.0,1,,0
24.51,1,0,22.0,3,1454.16,0
40.64,1,0,8.0,1,333.36,0
29.77,1,0,7.0,1,,0
281.32,0,0,7.0,1,736.28,0
281.32,0,0,7.0,1,736.28,0
66.01,1,0,9.0,1,721.66,0
32.5,1,0,16.0,3,785.3,0
13.94,1,0,20.0,3,,0
143.83,0,0,7.0,1,342.89,0
164.26,0,0,16.0,3,569.84,0
23.86,1,0,12.0,2,,0
34.44,1,0,2.0,1,,0
19.98,1,0,19.0,3,897.97,0
39.45,1,0,5.0,1,490.91,0
43.63,1,0,10.0,1,,0
193.82,0,0,4.0,1,187.02,0
365.43,0,0,21.0,3,660.61,0
103.63,0,0,42.0,3,,0
41.88,1,0,4.0,1,,0
50.7,1,0,17.0,3,,0
34.79,1,0,11.0,1,,0
72.6,1,0,10.0,1,,0
72.6,1,0,10.0,1,,0
72.6,1,0,10.0,1,,0
72.6,1,0,10.0,1,,0
72.6,1,0,10.0,1,1054.36,0
73.27,0,0,21.0,3,,0
15.24,1,0,3.0,1,,0
31.75,1,0,13.0,2,,0
66.49,0,0,3.0,1,,0
47.06,1,0,14.0,3,,0
15.88,1,0,8.0,1,539.83,0
262.17,1,0,9.0,1,,0
262.17,1,0,9.0,1,,0
262.17,1,0,9.0,1,,0
262.17,1,0,9.0,1,,0
262.17,1,0,9.0,1,,0
58.49,1,0,4.0,1,41.23,0
96.26,0,0,11.0,1,819.67,0
46.59,1,0,6.0,1,,0
122.8,0,0,10.0,1,349.17,0
15.47,1,0,12.0,2,433.43,0
25.28,1,0,21.0,3,812.81,0
26.17,1,0,8.0,1,944.94,0
24.2,1,0,11.0,1,2265.97,0
10.44,1,0,5.0,1,,0
113.11,0,1,10.0,1,,0
12.89,1,0,4.0,1,95.7,0
12.89,1,0,4.0,1,95.7,0
71.36,1,0,3.0,1,137.33,0
71.36,1,0,3.0,1,31.88,0
127.5,0,0,11.0,1,721.65,0
663.93,0,0,15.0,3,941.5,0
38.01,1,0,4.0,1,144.59,0
32.7,1,0,11.0,1,354.71,0
93.28,0,0,13.0,2,,1
93.28,0,0,13.0,2,,1
23.3,1,0,5.0,1,553.48,0
54.44,1,0,9.0,1,,0
162.89,0,1,8.0,1,459.48,0
80.69,0,0,15.0,3,2321.1,0
19.82,1,0,8.0,1,723.33,0
66.39,1,0,47.0,3,2550.67,0
125.0,0,0,11.0,1,511.33,0
14.04,1,0,10.0,1,347.53,0
63.24,1,0,11.0,1,,0
89.93,0,0,15.0,3,1040.94,0
53.35,1,0,18.0,3,,0
25.18,1,0,10.0,1,,0
104.97,1,0,8.0,1,,0
202.15,0,0,13.0,2,883.58,0
69.26,1,0,18.0,3,2421.53,0
13.7,1,0,14.0,3,,0
117.94,0,0,12.0,2,,0
72.76,1,0,13.0,2,465.03,1
64.76,1,0,7.0,1,479.87,0
64.76,1,0,7.0,1,479.87,0
17.24,1,0,8.0,1,272.23,0
96.26,0,0,9.0,1,96.56,0
96.26,0,0,9.0,1,96.56,0
25.75,1,0,7.0,1,267.79,0
33.54,1,0,12.0,2,2363.54,0
108.68,0,0,13.0,2,579.65,0
63.52,1,0,6.0,1,,0
70.88,1,0,11.0,1,547.34,0
70.88,1,0,11.0,1,547.34,0
79.53,0,0,9.0,1,1977.7,0
25.96,1,0,4.0,1,,0
24.23,1,0,26.0,3,,0
88.23,1,0,10.0,1,,0
54.23,1,0,8.0,1,124.19,0
62.28,1,0,7.0,1,393.07,0
17.62,1,0,8.0,1,462.23,0
56.94,1,0,21.0,3,,0
464.89,0,0,15.0,3,223.31,0
464.89,0,0,15.0,3,223.31,0
78.65,0,0,10.0,1,418.57,0
46.71,1,0,22.0,3,278.35,0
37.13,1,0,9.0,1,642.16,0
323.53,0,0,3.0,1,128.04,0
26.39,1,0,8.0,1,355.29,0
146.35,0,0,10.0,1,,0
19.52,1,0,13.0,2,696.01,0
19.52,1,0,13.0,2,696.01,0
33.65,1,0,7.0,1,361.51,0
23.88,1,0,5.0,1,378.78,0
32.42,1,0,21.0,3,,0
20.3,1,0,9.0,1,874.0,0
167.32,0,0,16.0,3,,0
11.2,1,0,26.0,3,,0
47.11,1,0,3.0,1,,0
62.8,1,0,4.0,1,,0
62.48,1,0,12.0,2,1075.38,0
34.51,1,0,24.0,3,,0
143.84,0,0,16.0,3,1158.16,0
69.73,0,0,12.0,2,330.14,0
69.14,0,0,17.0,3,,0
55.0,1,0,16.0,3,,0
55.0,1,0,16.0,3,,0
30.03,1,0,11.0,1,,0
174.28,0,0,24.0,3,347.56,0
138.15,0,0,10.0,1,621.48,0
138.15,0,0,10.0,1,820.08,0
14.9,1,0,11.0,1,287.89,0
70.2,0,0,26.0,3,1482.06,0
19.2,1,0,9.0,1,422.35,0
19.2,1,0,9.0,1,422.35,0
19.2,1,0,9.0,1,422.35,0
49.77,1,0,11.0,1,294.25,0
26.44,1,0,4.0,1,,0
49.72,1,0,7.0,1,,0
109.5,0,0,19.0,3,489.51,0
45.22,1,0,11.0,1,,0
614.4,0,0,4.0,1,,0
22.23,1,0,27.0,3,1900.21,0
85.01,0,0,14.0,3,,0
11.25,1,0,22.0,3,1178.39,0
124.54,0,0,15.0,3,379.99,0
124.54,0,0,15.0,3,379.99,0
27.29,1,0,10.0,1,,0
124.52,0,0,22.0,3,157.1,0
69.93,0,0,7.0,1,59.6,0
11.52,1,0,8.0,1,,0
27.7,1,0,9.0,1,493.17,0
34.85,1,0,13.0,2,647.47,0
56.97,1,0,6.0,1,38.06,0
49.79,1,0,3.0,1,,0
28.18,1,0,7.0,1,55.24,0
154.84,1,0,9.0,1,1121.91,0
12.36,1,0,24.0,3,,0
120.3,0,0,20.0,3,1278.99,0
32.55,1,0,6.0,1,198.96,0
23.75,1,0,6.0,1,198.96,0
155.14,0,0,22.0,3,701.1,0
155.14,0,0,22.0,3,701.1,0
75.75,1,0,71.0,3,,0
38.82,1,0,10.0,1,,0
61.2,1,0,10.0,1,186.77,0
425.07,0,0,7.0,1,940.64,0
21.89,1,0,3.0,1,,0
60.46,1,0,14.0,3,,0
60.46,1,0,14.0,3,,0
115.34,0,0,12.0,2,260.27,0
190.26,1,0,8.0,1,,0
13.54,1,0,5.0,1,61.64,0
23.39,1,0,13.0,2,,0
96.74,0,0,8.0,1,,0
72.83,0,0,10.0,1,,0
26.8,1,0,15.0,3,781.78,0
11.11,1,0,17.0,3,,0
24.31,1,0,17.0,3,,0
68.13,0,0,7.0,1,,0
68.13,0,0,7.0,1,,0
53.93,1,0,18.0,3,610.96,0
147.23,0,0,2.0,1,,0
77.03,1,0,12.0,2,590.02,0
163.78,0,0,10.0,1,793.13,1
163.78,0,0,10.0,1,793.13,1
163.78,0,0,10.0,1,793.13,1
163.78,0,0,10.0,1,793.13,1
17.84,1,0,26.0,3,1892.16,0
18.23,1,0,6.0,1,857.08,0
76.05,0,0,4.0,1,,0
64.02,1,0,23.0,3,2412.7,1
173.88,0,0,7.0,1,387.85,0
29.98,1,0,16.0,3,984.7,0
164.29,1,0,22.0,3,370.13,0
41.62,1,0,12.0,2,,0
104.98,0,1,7.0,1,,0
39.77,1,0,7.0,1,,0
18.38,1,0,2.0,1,,0
251.09,0,0,13.0,2,,0
25.14,1,0,7.0,1,174.28,0
20.12,1,0,21.0,3,222.9,0
36.45,1,0,8.0,1,361.19,0
36.45,1,0,8.0,1,361.19,0
36.45,1,0,8.0,1,361.19,0
21.79,1,0,16.0,3,489.55,0
24.33,1,0,6.0,1,568.32,0
41.04,1,0,8.0,1,300.55,0
351.27,0,0,32.0,3,,0
114.69,0,0,7.0,1,430.51,0
70.02,0,0,9.0,1,,0
202.65,1,0,20.0,3,,0
69.9,0,0,9.0,1,,0
13.65,1,0,12.0,2,927.19,1
14.68,1,0,13.0,2,,0
62.39,1,0,11.0,1,564.28,0
57.5,1,0,15.0,3,,0
57.5,1,0,15.0,3,,0
169.32,0,0,7.0,1,826.45,0
40.09,1,0,19.0,3,,0
40.62,1,0,11.0,1,,0
38.23,1,0,9.0,1,336.37,0
100.44,0,0,21.0,3,697.26,0
279.84,0,0,4.0,1,,0
195.38,1,0,8.0,1,285.75,0
78.57,0,0,40.0,3,353.76,0
74.49,0,0,9.0,1,465.77,0
30.18,1,0,25.0,3,,0
37.76,1,0,6.0,1,,0
53.44,1,0,27.0,3,749.3,0
17.47,1,0,22.0,3,,0
79.9,0,1,2.0,1,,0
77.4,0,0,2.0,1,,0
23.63,1,0,12.0,2,330.71,0
53.1,1,0,9.0,1,487.44,1
24.75,1,0,23.0,3,280.27,0
196.43,0,0,18.0,3,,0
27.3,1,0,14.0,3,191.46,0
20.94,1,0,21.0,3,627.37,0
36.86,1,0,29.0,3,2024.11,0
46.06,1,0,14.0,3,1684.73,0
101.51,1,0,23.0,3,119.88,0
33.35,1,0,5.0,1,283.7,0
62.67,1,0,4.0,1,511.64,0
20.0,1,0,3.0,1,375.12,0
236.34,0,0,7.0,1,509.69,0
37.75,1,0,16.0,3,,0
64.1,1,0,25.0,3,,0
66.51,0,0,15.0,3,2256.73,0
10.36,1,0,7.0,1,36.71,0
81.19,0,0,35.0,3,,0
104.76,0,0,12.0,2,525.79,0
28.63,1,0,15.0,3,595.63,0
28.63,1,0,15.0,3,595.63,0
91.07,0,0,10.0,1,41.62,0
91.07,0,0,10.0,1,41.62,0
18.5,1,0,9.0,1,2319.81,0
32.56,1,0,11.0,1,1061.93,0
30.39,1,0,9.0,1,488.59,0
30.39,1,0,9.0,1,488.59,0
99.22,0,0,11.0,1,168.07,0
126.48,0,0,9.0,1,506.35,0
83.41,0,0,8.0,1,403.46,1
59.78,1,0,13.0,2,1474.85,0
36.85,1,0,6.0,1,75.39,0
59.36,1,0,14.0,3,1133.22,0
72.33,0,0,12.0,2,592.9,0
72.33,0,0,12.0,2,592.9,0
72.33,0,0,12.0,2,592.9,0
98.35,0,0,10.0,1,130.55,0
19.25,1,0,8.0,1,,0
19.25,1,0,8.0,1,,0
19.25,1,0,8.0,1,,0
76.4,1,0,3.0,1,,0
76.4,1,0,3.0,1,,0
182.19,1,0,24.0,3,2133.97,0
257.56,0,0,4.0,1,29.51,1
32.72,1,0,12.0,2,,0
22.0,1,0,2.0,1,,0
16.77,1,0,10.0,1,2570.72,0
25.79,1,0,6.0,1,,0
31.09,1,0,10.0,1,91.22,0
158.52,0,0,10.0,1,249.08,0
39.81,1,0,3.0,1,74.08,0
153.1,0,0,18.0,3,2274.14,0
138.82,0,0,6.0,1,,0
69.1,1,0,11.0,1,1163.92,0
10.98,1,0,17.0,3,1316.61,0
67.24,0,0,7.0,1,,0
67.24,0,0,7.0,1,,0
21.51,1,0,27.0,3,2346.62,0
33.3,1,0,8.0,1,418.76,0
202.27,0,0,8.0,1,808.12,0
202.27,0,0,8.0,1,808.12,0
202.27,0,0,8.0,1,808.12,0
20.0,1,1,18.0,3,520.63,0
20.0,1,1,18.0,3,520.63,0
20.0,1,1,18.0,3,520.63,0
14.58,1,1,18.0,3,520.63,0
20.0,1,1,18.0,3,520.63,0
20.0,1,1,18.0,3,520.63,0
20.0,1,1,18.0,3,520.63,0
262.33,0,0,13.0,2,946.93,0
29.02,1,0,13.0,2,489.15,0
26.7,1,0,10.0,1,741.47,0
69.14,1,0,56.0,3,512.15,0
122.8,0,0,9.0,1,538.93,0
483.51,0,0,17.0,3,1115.8,0
483.51,0,0,17.0,3,1115.8,0
24.5,1,0,6.0,1,288.12,0
64.26,1,0,8.0,1,,1
11.09,1,0,4.0,1,,0
80.89,0,0,11.0,1,,0
71.93,1,0,19.0,3,1175.08,0
8.55,1,0,12.0,2,570.19,0
102.47,0,1,12.0,2,570.19,0
42.52,1,0,9.0,1,1093.02,0
26.35,1,0,9.0,1,,1
54.13,1,0,34.0,3,86.19,0
155.0,1,0,21.0,3,311.25,0
155.0,1,0,21.0,3,311.25,0
23.01,1,0,7.0,1,58.67,0
12.57,1,0,19.0,3,452.52,0
75.51,0,0,7.0,1,889.46,0
82.82,0,0,27.0,3,,0
36.57,1,0,14.0,3,678.52,0
65.0,1,0,18.0,3,553.76,0
89.12,0,0,31.0,3,1667.26,0
14.68,1,0,16.0,3,,0
53.52,1,0,6.0,1,266.31,0
706.71,0,0,13.0,2,,0
706.71,0,0,13.0,2,,0
706.71,0,0,13.0,2,,0
33.05,1,0,19.0,3,,0
73.15,0,0,11.0,1,566.07,0
38.42,1,0,10.0,1,,0
32.52,1,0,21.0,3,506.92,0
30.86,1,0,24.0,3,94.1,0
39.25,1,0,15.0,3,249.53,0
10.64,1,0,11.0,1,723.81,0
10.64,1,0,11.0,1,723.81,0
112.34,0,0,13.0,2,1580.59,0
35.0,1,0,9.0,1,496.07,0
153.1,0,0,19.0,3,767.85,0
57.62,1,0,6.0,1,,0
57.62,1,0,6.0,1,,0
43.27,1,0,6.0,1,294.32,0
31.12,1,0,12.0,2,,0
72.25,0,1,6.0,1,,0
109.78,1,0,6.0,1,,0
65.09,1,0,14.0,3,,0
168.19,0,0,23.0,3,923.77,0
115.8,0,0,3.0,1,200.32,0
22.71,1,0,21.0,3,,0
53.36,1,0,15.0,3,302.36,0
49.0,1,0,15.0,3,302.36,0
58.62,1,0,5.0,1,,0
11.66,1,0,8.0,1,,0
46.09,1,1,8.0,1,,0
45.81,1,0,9.0,1,807.63,0
33.01,1,0,16.0,3,256.02,0
10.61,1,0,7.0,1,500.58,0
398.88,0,0,70.0,3,2575.93,0
54.76,1,0,18.0,3,1017.02,0
54.76,1,0,18.0,3,1017.02,0
54.76,1,0,18.0,3,1017.02,0
54.76,1,0,18.0,3,1017.02,0
54.76,1,0,18.0,3,1017.02,0
21.05,1,0,11.0,1,1101.61,0
125.97,0,0,5.0,1,410.79,0
13.35,1,1,5.0,1,468.86,0
32.03,1,1,5.0,1,468.86,0
19.82,1,1,5.0,1,468.86,0
156.24,0,0,8.0,1,,0
139.62,0,0,21.0,3,438.84,0
11.67,1,0,10.0,1,449.02,0
58.03,1,0,2.0,1,,0
58.03,1,0,2.0,1,,0
170.71,0,0,17.0,3,990.42,0
25.21,1,0,18.0,3,,0
105.28,0,0,14.0,3,394.64,0
96.22,0,0,19.0,3,766.98,0
69.59,0,0,16.0,3,1556.32,0
16.13,1,0,13.0,2,,0
88.28,0,0,5.0,1,420.13,0
30.79,1,0,2.0,1,146.72,0
22.68,1,0,7.0,1,,0
187.43,0,0,6.0,1,311.72,0
37.37,1,0,5.0,1,,0
22.72,1,0,42.0,3,,0
35.0,1,0,8.0,1,603.21,0
26.75,1,0,20.0,3,288.77,0
119.5,1,0,35.0,3,,0
176.37,0,0,9.0,1,1265.93,0
25.24,1,0,3.0,1,179.95,1
25.24,1,0,3.0,1,59.79,1
101.0,0,0,6.0,1,531.39,0
101.0,0,0,6.0,1,531.39,0
40.8,1,0,14.0,3,2277.63,0
40.8,1,0,14.0,3,2277.63,0
28.13,1,0,11.0,1,,0
14.73,1,0,28.0,3,,0
233.31,0,0,3.0,1,,0
233.31,0,0,3.0,1,,0
233.31,0,0,3.0,1,,0
143.92,0,0,9.0,1,238.44,0
38.13,1,0,11.0,1,429.77,1
37.48,1,0,45.0,3,1249.62,0
37.48,1,0,45.0,3,1249.62,0
23.19,1,0,3.0,1,,0
10.77,1,0,5.0,1,,0
42.27,1,0,9.0,1,395.84,0
78.19,0,0,7.0,1,,0
133.27,0,0,12.0,2,364.92,0
10.44,1,0,9.0,1,712.59,0
11.15,1,0,7.0,1,,0
100.0,0,1,7.0,1,,0
36.35,1,0,7.0,1,35.6,0
59.82,1,0,9.0,1,,0
440.17,0,1,9.0,1,,0
20.0,1,1,24.0,3,,0
20.0,1,1,24.0,3,,0
0.39,1,0,24.0,3,,0
32.84,1,0,8.0,1,,0
20.75,1,0,10.0,1,544.75,0
77.64,0,0,13.0,2,98.72,0
299.89,0,1,13.0,2,98.72,0
22.2,1,0,7.0,1,,0
22.2,1,0,7.0,1,,0
12.59,1,0,22.0,3,168.44,0
137.85,0,1,22.0,3,168.44,0
46.13,1,0,24.0,3,355.89,0
49.44,1,0,9.0,1,,0
49.44,1,0,9.0,1,,0
54.92,1,0,7.0,1,858.53,0
12.52,1,0,9.0,1,,0
75.98,0,0,4.0,1,814.28,0
177.49,0,0,11.0,1,1812.26,0
10.9,1,0,3.0,1,84.11,0
253.58,1,0,36.0,3,449.16,0
74.39,1,0,10.0,1,,0
74.39,1,0,10.0,1,,0
23.59,1,0,21.0,3,152.26,0
27.49,1,0,8.0,1,1171.4,0
27.49,1,0,8.0,1,1333.54,0
22.76,1,0,10.0,1,,0
24.7,1,0,12.0,2,1674.29,0
288.37,0,0,12.0,2,,0
129.22,1,0,17.0,3,1081.68,0
113.32,0,0,12.0,2,129.73,0
29.46,1,0,11.0,1,,0
10.74,1,0,7.0,1,,0
113.29,0,0,6.0,1,170.64,0
69.17,0,0,14.0,3,462.7,0
34.0,1,0,10.0,1,556.73,0
48.75,1,0,10.0,1,,0
39.67,1,0,19.0,3,,0
249.49,0,0,12.0,2,,0
115.6,0,0,7.0,1,360.98,0
17.01,1,0,15.0,3,312.72,0
431.46,0,0,9.0,1,297.84,0
43.59,1,0,13.0,2,877.12,0
50.42,1,0,15.0,3,374.16,0
40.09,1,0,11.0,1,,0
222.14,0,0,7.0,1,163.84,0
36.1,1,0,8.0,1,1135.67,0
12.29,1,0,7.0,1,,0
32.96,1,0,5.0,1,67.04,0
45.14,1,0,22.0,3,,0
10.65,1,0,4.0,1,,0
35.96,1,0,24.0,3,966.9,0
22.44,1,0,4.0,1,,0
91.72,0,0,10.0,1,872.97,0
10.51,1,0,7.0,1,,1
77.57,0,0,23.0,3,748.39,0
604.84,0,0,8.0,1,57.74,0
604.84,0,0,8.0,1,57.74,0
604.84,0,0,8.0,1,57.74,0
604.84,0,0,8.0,1,309.94,0
604.84,0,0,8.0,1,309.94,0
604.84,0,0,8.0,1,57.74,0
604.84,0,0,8.0,1,57.74,0
604.84,0,0,8.0,1,57.74,0
226.9,0,0,10.0,1,94.83,0
1.11,1,0,7.0,1,,0
11.38,1,0,7.0,1,,0
89.63,0,0,10.0,1,1443.03,0
34.04,1,0,12.0,2,,0
55.18,1,0,11.0,1,694.62,1
55.18,1,0,11.0,1,694.62,1
55.18,1,0,11.0,1,694.62,1
55.18,1,0,11.0,1,694.62,1
55.18,1,0,11.0,1,694.62,1
55.18,1,0,11.0,1,694.62,1
53.43,1,0,5.0,1,752.83,0
39.42,1,0,6.0,1,,0
50.11,1,0,8.0,1,,0
50.11,1,0,8.0,1,,0
49.02,1,0,21.0,3,,0
31.51,1,0,18.0,3,850.4,0
24.79,1,0,13.0,2,1254.74,0
96.02,0,0,11.0,1,,0
15.7,1,0,11.0,1,509.13,0
38.45,1,0,12.0,2,,0
33.79,1,0,6.0,1,43.77,0
246.83,0,0,4.0,1,350.9,0
33.85,1,0,8.0,1,291.82,0
20.67,1,0,12.0,2,524.77,0
49.96,1,0,44.0,3,83.11,0
186.77,0,0,14.0,3,,0
11.86,1,0,13.0,2,10.81,0
155.49,0,0,21.0,3,,0
62.86,1,0,3.0,1,397.37,0
25.55,1,0,20.0,3,,0
132.08,0,0,12.0,2,1079.71,0
12.66,1,0,7.0,1,589.7,0
76.68,0,0,10.0,1,406.35,0
29.17,1,0,6.0,1,,0
23.71,1,0,22.0,3,875.68,0
219.59,0,0,8.0,1,,0
219.59,0,0,8.0,1,,0
219.59,0,0,8.0,1,,0
48.93,1,0,4.0,1,,0
26.33,1,0,7.0,1,1101.79,0
61.59,1,0,14.0,3,279.02,0
2.68,1,0,4.0,1,,0
50.0,1,1,4.0,1,,0
48.9,1,0,17.0,3,730.54,0
109.02,0,0,13.0,2,,0
109.02,0,0,13.0,2,,0
75.65,0,0,10.0,1,,0
57.97,1,0,15.0,3,850.68,0
28.35,1,0,14.0,3,,0
157.21,0,0,10.0,1,,0
10.46,1,0,9.0,1,133.07,0
40.18,1,0,6.0,1,,0
20.93,1,0,4.0,1,,0
20.93,1,0,4.0,1,,0
30.79,1,0,24.0,3,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
88.13,1,0,8.0,1,,0
29.17,1,0,9.0,1,249.53,0
29.17,1,0,9.0,1,249.53,0
57.78,1,1,10.0,1,,0
58.13,1,1,23.0,3,360.43,0
20.16,1,0,23.0,3,567.51,0
150.7,0,0,18.0,3,,0
84.0,0,0,15.0,3,302.66,0
99.7,0,0,15.0,3,,0
99.7,0,0,15.0,3,,0
27.91,1,0,4.0,1,379.06,0
121.84,0,0,10.0,1,,0
10.18,1,0,7.0,1,,0
85.14,0,0,15.0,3,1161.37,0
74.03,0,0,4.0,1,53.94,0
11.77,1,0,13.0,2,661.27,0
88.62,0,0,5.0,1,,1
274.15,0,0,12.0,2,,0
206.76,0,0,25.0,3,,0
51.95,1,0,13.0,2,833.61,0
228.53,0,0,15.0,3,,0
62.34,1,0,15.0,3,,0
10.38,1,0,9.0,1,,0
64.51,1,1,9.0,1,,0
77.58,1,0,19.0,3,,0
52.57,1,0,2.0,1,129.81,0
22.29,1,1,2.0,1,,0
173.86,0,0,10.0,1,521.28,0
68.51,0,0,8.0,1,,0
34.95,1,1,19.0,3,163.09,1
21.96,1,0,19.0,3,163.09,1
48.27,1,0,2.0,1,37.22,0
60.0,1,0,12.0,2,,0
44.48,1,0,11.0,1,,0
15.64,1,0,8.0,1,,0
49.74,1,0,5.0,1,,0
58.4,1,0,20.0,3,,1
52.32,1,0,1.0,1,33.43,0
26.09,1,0,32.0,3,574.01,0
92.69,1,0,12.0,2,,0
21.4,1,0,15.0,3,2254.63,0
31.34,1,0,13.0,2,289.3,0
207.57,0,0,9.0,1,467.49,0
21.28,1,0,7.0,1,,0
21.28,1,0,7.0,1,,0
14.89,1,0,21.0,3,985.72,0
23.36,1,0,7.0,1,540.97,0
236.56,0,0,60.0,3,941.62,0
236.56,0,0,60.0,3,941.62,0
236.56,0,0,60.0,3,941.62,0
236.56,0,0,60.0,3,941.62,0
125.41,0,0,13.0,2,712.97,0
76.29,1,0,25.0,3,2678.41,1
15.65,1,0,3.0,1,,0
10.01,1,0,33.0,3,,0
30.91,1,0,21.0,3,,0
43.98,1,0,18.0,3,,0
252.74,0,0,18.0,3,196.37,0
55.14,1,0,13.0,2,828.12,0
61.84,1,0,12.0,2,,0
11.93,1,0,9.0,1,,0
126.23,0,0,10.0,1,13.71,1
173.88,0,0,16.0,3,,0
100.72,0,0,9.0,1,405.57,0
46.75,1,0,12.0,2,830.79,0
46.75,1,0,12.0,2,830.79,0
46.75,1,0,12.0,2,794.48,0
24.0,1,0,14.0,3,,0
35.83,1,0,23.0,3,,1
62.92,1,0,21.0,3,3119.91,0
217.64,0,0,33.0,3,329.46,0
158.37,1,0,10.0,1,457.67,0
52.64,1,0,11.0,1,720.84,0
52.64,1,0,11.0,1,720.84,0
66.6,0,0,9.0,1,352.77,0
55.32,1,0,2.0,1,,0
55.32,1,0,2.0,1,,0
65.44,1,0,5.0,1,376.35,0
23.54,1,0,3.0,1,815.23,0
110.82,0,0,23.0,3,,0
80.75,0,0,48.0,3,1919.88,0
86.52,0,0,5.0,1,,0
235.4,0,0,16.0,3,768.31,0
110.9,1,0,24.0,3,,0
110.9,1,0,24.0,3,,0
110.9,1,0,24.0,3,,0
51.88,1,0,9.0,1,629.54,0
51.88,1,0,9.0,1,629.54,0
47.82,1,0,15.0,3,1559.18,0
47.15,1,0,8.0,1,,0
64.32,1,0,4.0,1,510.05,0
42.41,1,0,8.0,1,138.53,1
38.09,1,0,9.0,1,,0
32.29,1,0,8.0,1,95.0,0
76.17,0,0,19.0,3,284.73,0
76.17,0,0,19.0,3,284.73,0
10.5,1,0,4.0,1,,0
35.78,1,0,10.0,1,458.88,0
198.9,0,0,12.0,2,,0
198.9,0,0,12.0,2,,0
149.35,1,0,15.0,3,855.19,0
118.53,0,0,1.0,1,87.04,0
63.45,1,0,25.0,3,,0
63.45,1,0,25.0,3,,0
177.49,0,0,11.0,1,1870.63,0
119.44,1,0,10.0,1,,0
18.62,1,0,11.0,1,15.0,1
14.59,1,0,4.0,1,69.33,0
24.54,1,0,10.0,1,682.29,0
36.09,1,0,13.0,2,685.38,1
31.54,1,0,7.0,1,128.09,0
178.15,0,0,8.0,1,324.27,0
40.22,1,0,9.0,1,,0
42.14,1,0,15.0,3,,0
262.49,0,0,21.0,3,,0
67.73,0,0,9.0,1,317.49,0
50.26,1,0,10.0,1,1139.45,0
142.89,0,0,6.0,1,404.79,0
20.0,1,1,28.0,3,,0
7.53,1,1,28.0,3,,0
20.0,1,1,28.0,3,,0
37.2,1,0,11.0,1,746.33,0
144.8,0,0,10.0,1,57.21,0
33.57,1,0,4.0,1,21.21,1
33.57,1,0,4.0,1,21.21,1
136.85,0,0,6.0,1,640.85,0
